# Paper classes generated at the trusted tier.
# Written by the generator. The runtime authorises against this
# by exact name, so a class merely sharing a simple name with one
# of these is not one of these.
#
# One line per type: the Paper class, a tab, and the Aussom class
# it is reachable as. The two differ where Paper reuses a simple
# name, since Aussom has no packages. Both columns come from the
# same map the modules were named from, so the manifest cannot
# disagree with what was written.
com.destroystokyo.paper.MaterialSetTag	MaterialSetTag
org.bukkit.inventory.ShapelessRecipe	ShapelessRecipe
org.bukkit.inventory.ShelfInventory	ShelfInventory
org.bukkit.inventory.SmithingInventory	SmithingInventory
org.bukkit.inventory.SmithingRecipe	SmithingRecipe
org.bukkit.inventory.SmithingTransformRecipe	SmithingTransformRecipe
org.bukkit.inventory.SmithingTrimRecipe	SmithingTrimRecipe
org.bukkit.inventory.SmokingRecipe	SmokingRecipe
org.bukkit.inventory.StonecutterInventory	StonecutterInventory
org.bukkit.inventory.StonecuttingRecipe	StonecuttingRecipe
org.bukkit.inventory.TransmuteRecipe	TransmuteRecipe
org.bukkit.inventory.meta.ArmorMeta	ArmorMeta
org.bukkit.inventory.meta.AxolotlBucketMeta	AxolotlBucketMeta
org.bukkit.inventory.meta.BannerMeta	BannerMeta
org.bukkit.inventory.meta.BlockDataMeta	BlockDataMeta
org.bukkit.inventory.meta.BlockStateMeta	BlockStateMeta
org.bukkit.inventory.meta.BookMeta	BookMeta
org.bukkit.inventory.meta.BundleMeta	BundleMeta
org.bukkit.inventory.meta.ColorableArmorMeta	ColorableArmorMeta
org.bukkit.inventory.meta.CompassMeta	CompassMeta
org.bukkit.inventory.meta.CrossbowMeta	CrossbowMeta
org.bukkit.inventory.meta.Damageable	MetaDamageable
org.bukkit.inventory.meta.EnchantmentStorageMeta	EnchantmentStorageMeta
org.bukkit.inventory.meta.FireworkEffectMeta	FireworkEffectMeta
org.bukkit.inventory.meta.FireworkMeta	FireworkMeta
org.bukkit.inventory.meta.ItemMeta	ItemMeta
org.bukkit.inventory.meta.KnowledgeBookMeta	KnowledgeBookMeta
org.bukkit.inventory.meta.LeatherArmorMeta	LeatherArmorMeta
org.bukkit.inventory.meta.MapMeta	MapMeta
org.bukkit.inventory.meta.MusicInstrumentMeta	MusicInstrumentMeta
org.bukkit.inventory.meta.OminousBottleMeta	OminousBottleMeta
org.bukkit.inventory.meta.PotionMeta	PotionMeta
org.bukkit.inventory.meta.Repairable	Repairable
org.bukkit.inventory.meta.ShieldMeta	ShieldMeta
org.bukkit.inventory.meta.SkullMeta	SkullMeta
org.bukkit.inventory.meta.SpawnEggMeta	SpawnEggMeta
org.bukkit.inventory.meta.SuspiciousStewMeta	SuspiciousStewMeta
org.bukkit.inventory.meta.TropicalFishBucketMeta	TropicalFishBucketMeta
org.bukkit.inventory.meta.WritableBookMeta	WritableBookMeta
org.bukkit.inventory.meta.components.CustomModelDataComponent	CustomModelDataComponent
org.bukkit.inventory.meta.components.EquippableComponent	EquippableComponent
org.bukkit.inventory.meta.components.FoodComponent	FoodComponent
org.bukkit.inventory.meta.components.JukeboxPlayableComponent	JukeboxPlayableComponent
org.bukkit.inventory.meta.components.ToolComponent	ToolComponent
org.bukkit.inventory.meta.components.UseCooldownComponent	UseCooldownComponent
org.bukkit.inventory.meta.tags.CustomItemTagContainer	CustomItemTagContainer
org.bukkit.inventory.meta.tags.ItemTagAdapterContext	ItemTagAdapterContext
org.bukkit.inventory.meta.tags.ItemTagType	ItemTagType
org.bukkit.inventory.meta.trim.ArmorTrim	ArmorTrim
org.bukkit.inventory.meta.trim.TrimMaterial	TrimMaterial
org.bukkit.inventory.meta.trim.TrimPattern	TrimPattern
org.bukkit.inventory.recipe.CookingBookCategory	CookingBookCategory
org.bukkit.inventory.recipe.CraftingBookCategory	CraftingBookCategory
org.bukkit.inventory.view.AnvilView	AnvilView
org.bukkit.inventory.view.BeaconView	BeaconView
org.bukkit.inventory.view.BrewingStandView	BrewingStandView
org.bukkit.inventory.view.CrafterView	CrafterView
org.bukkit.inventory.view.EnchantmentView	EnchantmentView
org.bukkit.inventory.view.FurnaceView	FurnaceView
org.bukkit.inventory.view.LecternView	LecternView
org.bukkit.inventory.view.LoomView	LoomView
org.bukkit.inventory.view.MerchantView	MerchantView
org.bukkit.inventory.view.StonecutterView	StonecutterView
org.bukkit.inventory.view.builder.InventoryViewBuilder	InventoryViewBuilder
org.bukkit.inventory.view.builder.LocationInventoryViewBuilder	LocationInventoryViewBuilder
org.bukkit.inventory.view.builder.MerchantInventoryViewBuilder	MerchantInventoryViewBuilder
org.bukkit.loot.LootContext	LootContext
org.bukkit.loot.LootTable	LootTable
org.bukkit.loot.LootTables	LootTables
org.bukkit.loot.Lootable	Lootable
org.bukkit.map.MapCanvas	MapCanvas
org.bukkit.map.MapCursor	MapCursor
org.bukkit.map.MapCursorCollection	MapCursorCollection
org.bukkit.map.MapFont	MapFont
org.bukkit.map.MapPalette	MapPalette
org.bukkit.map.MapRenderer	MapRenderer
org.bukkit.map.MapView	MapView
org.bukkit.map.MinecraftFont	MinecraftFont
org.bukkit.metadata.FixedMetadataValue	FixedMetadataValue
org.bukkit.metadata.LazyMetadataValue	LazyMetadataValue
org.bukkit.metadata.MetadataConversionException	MetadataConversionException
org.bukkit.metadata.MetadataEvaluationException	MetadataEvaluationException
org.bukkit.metadata.MetadataStore	MetadataStore
org.bukkit.metadata.MetadataStoreBase	MetadataStoreBase
org.bukkit.metadata.MetadataValue	MetadataValue
org.bukkit.metadata.MetadataValueAdapter	MetadataValueAdapter
org.bukkit.metadata.Metadatable	Metadatable
org.bukkit.packs.ResourcePack	ResourcePack
org.bukkit.permissions.Permissible	Permissible
org.bukkit.permissions.PermissionAttachmentInfo	PermissionAttachmentInfo
org.bukkit.permissions.PermissionDefault	PermissionDefault
org.bukkit.permissions.ServerOperator	ServerOperator
org.bukkit.persistence.ListPersistentDataType	ListPersistentDataType
org.bukkit.persistence.ListPersistentDataTypeProvider	ListPersistentDataTypeProvider
org.bukkit.persistence.PersistentDataAdapterContext	PersistentDataAdapterContext
org.bukkit.persistence.PersistentDataContainer	PersistentDataContainer
org.bukkit.persistence.PersistentDataHolder	PersistentDataHolder
org.bukkit.persistence.PersistentDataType	PersistentDataType
org.bukkit.potion.PotionBrewer	PotionBrewer
org.bukkit.potion.PotionData	PotionData
org.bukkit.potion.PotionEffect	PotionEffect
org.bukkit.potion.PotionEffectType	PotionEffectType
org.bukkit.potion.PotionEffectTypeCategory	PotionEffectTypeCategory
org.bukkit.potion.PotionEffectTypeWrapper	PotionEffectTypeWrapper
org.bukkit.potion.PotionType	PotionType
org.bukkit.profile.PlayerProfile	PlayerProfile
org.bukkit.profile.PlayerTextures	PlayerTextures
org.bukkit.projectiles.BlockProjectileSource	BlockProjectileSource
org.bukkit.scheduler.BukkitWorker	BukkitWorker
org.bukkit.scoreboard.Criteria	Criteria
org.bukkit.scoreboard.DisplaySlot	DisplaySlot
org.bukkit.scoreboard.NameTagVisibility	NameTagVisibility
org.bukkit.scoreboard.Objective	Objective
org.bukkit.scoreboard.RenderType	RenderType
org.bukkit.scoreboard.Score	Score
org.bukkit.scoreboard.Scoreboard	Scoreboard
org.bukkit.scoreboard.ScoreboardManager	ScoreboardManager
org.bukkit.scoreboard.Team	Team
org.bukkit.spawner.BaseSpawner	BaseSpawner
org.bukkit.spawner.Spawner	Spawner
org.bukkit.spawner.TrialSpawnerConfiguration	TrialSpawnerConfiguration
org.bukkit.structure.Palette	Palette
org.bukkit.structure.Structure	BukkitStructureStructure
org.bukkit.structure.StructureManager	StructureManager
org.bukkit.util.BiomeSearchResult	BiomeSearchResult
org.bukkit.util.BlockIterator	BlockIterator
org.bukkit.util.BlockTransformer	BlockTransformer
org.bukkit.util.BlockVector	BlockVector
org.bukkit.util.BoundingBox	BoundingBox
org.bukkit.util.CachedServerIcon	CachedServerIcon
org.bukkit.util.ChatPaginator	ChatPaginator
org.bukkit.util.Consumer	Consumer
org.bukkit.util.EntityTransformer	EntityTransformer
org.bukkit.util.EulerAngle	EulerAngle
org.bukkit.util.NumberConversions	NumberConversions
org.bukkit.util.OldEnum	OldEnum
org.bukkit.util.RayTraceResult	RayTraceResult
org.bukkit.util.StringUtil	StringUtil
org.bukkit.util.StructureSearchResult	StructureSearchResult
org.bukkit.util.Transformation	Transformation
org.bukkit.util.Vector	Vector
org.bukkit.util.VoxelShape	VoxelShape
org.bukkit.util.io.BukkitObjectInputStream	BukkitObjectInputStream
org.bukkit.util.io.BukkitObjectOutputStream	BukkitObjectOutputStream
org.bukkit.util.noise.NoiseGenerator	NoiseGenerator
org.bukkit.util.noise.OctaveGenerator	OctaveGenerator
org.bukkit.util.noise.PerlinNoiseGenerator	PerlinNoiseGenerator
org.bukkit.util.noise.PerlinOctaveGenerator	PerlinOctaveGenerator
org.bukkit.util.noise.SimplexNoiseGenerator	SimplexNoiseGenerator
org.bukkit.util.noise.SimplexOctaveGenerator	SimplexOctaveGenerator
